Nr	Text_vorher	NOM	Text_danach	Dateiname	Sprachraum	Jahr	Textsorte	Textnummer	Erstglied	Lemma	Fremdwortbasis	Praefix	Numerus	Simplexbasis	als_praep_Kompl	Prep_Det_Nom	Adj	Genitiv	Det	Prep
262	Augen gegen ihme allzeit wenden:  dann in unseren 	Verrichtungen	/  in unserem Dienst ist er gegenwärtig: Er wirfft	OOBD-1710-KT-neu.txt	OOBD	1710	KT	neu.txt	NA	Verrichtung	NEIN	ver	PL	NEIN	NEIN	NA	NA	prenom	s	in
223	erku_digte vmbstendt/ vnd darauß ermessen/ ob die 	versagu_g	 ein redlich anzeigu_g der missetat gebn_ moge/ od	NOBD-1500-ST-008.txt	NOBD	1500	ST	008.txt	NA	Versagung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	b	NA
225	 nit gehaltn_ vnd erfundn_ werden/ So ist dieselb 	versagung	 allein kein gnugsame  redliche anzeigung der vers	NOBD-1500-ST-008.txt	NOBD	1500	ST	008.txt	NA	Versagung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	s	NA
222	en zu nachteil  komen mag/ wo aber der sager sein 	versagung	 am leczten widerrüfft/  die er doch vor/ mit gute	NOBD-1500-ST-008.txt	NOBD	1500	ST	008.txt	NA	Versagung	NEIN	ver	SG	NEIN	NEIN	NA	NA	prenom	s	NA
221	rseen moge ¶Zum funfften so sol der sager auf der 	versagu_g	 bestendig pleiben/ yedoch so haben etlich Beichtv	NOBD-1500-ST-008.txt	NOBD	1500	ST	008.txt	NA	Versagung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	b	auf
5083	und unfehlbaren Grund: Dass es ein GOtt wolgefaelliger Dienst/ und seiner Ehre gemaess sey/ wann man ihn mit Gesang lobet/ und sich desselben in denen	Kyrchen-Versammlungen	bedienet. Von dieser Warheit eure Christliche Liebe zu ueberzeugen/ finden wir im Alten und N. Test. Anleitung genug. Als GOtt der HErr sein Volck Jsrael	NOBD-1710-KT-neu.txt	NOBD	1710	KT	neu.txt	Kirchen	Versammlung	NEIN	ver	PL	NEIN	NEIN	NA	NA	NA	s	in
1817	f Alle Tag deß Monats.  *I. * Tag.   Von der	Versamblung	[?] deß Geists in der Gegenwart  GOttes.  1.  Zu d	OOBD-1710-KT-neu.txt	OOBD	1710	KT	neu.txt	NA	Versammlung	NEIN	ver	SG	NEIN	NEIN	JA	NA	postnom	b	von
1828	u lieben.   <h1>*II.* Tag.  Folgt weiters von der 	Versamblung	 deß Verstandts.   1.  Meine Augen seynd allzeit g	OOBD-1710-KT-neu.txt	OOBD	1710	KT	neu.txt	NA	Versammlung	NEIN	ver	SG	NEIN	NEIN	JA	NA	postnom	b	von
1845	sten verletzen könte.   <h1>*III.* Tag.   Von der 	Versamblung	 deß Hertzens.   1.  Zeige mir deinen Willen zu vo	OOBD-1710-KT-neu.txt	OOBD	1710	KT	neu.txt	NA	Versammlung	NEIN	ver	SG	NEIN	NEIN	JA	NA	postnom	b	von
273	x. Psalme_ spreche_d. Sein lob ist in der Kirchen 	versamlung	/  oder gemain der heyligen. Vn_ die Epistel zum H	NOBD-1530-KT-027.txt	NOBD	1530	KT	027.txt	NA	Versammlung	NEIN	ver	SG	NEIN	JA	NA	NA	prenom	s	in
322	home/  kompt er am achten tage vnter  der Apostel 	versamlung	/ das er jn stercke/ vnd den zweyffel auß  seinem 	NOBD-1560-KT-046.txt	NOBD	1560	KT	046.txt	NA	Versammlung	NEIN	ver	SG	NEIN	JA	NA	NA	prenom	s	unter
1802	Ott überall ist also kan man auch sagen/ daß die 	Versamblung	/  oder die Gedächtnuß  der Gegenwart GOttes ein B	OOBD-1710-KT-neu.txt	OOBD	1710	KT	neu.txt	NA	Versammlung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	b	NA
1807	es beschehen muß.  Es ist auch zuwissen/ daß dise 	Versamblung	 uns einen Himmel auff Erden verursache/ daß der i	OOBD-1710-KT-neu.txt	OOBD	1710	KT	neu.txt	NA	Versammlung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	DEM	NA
1822	o nothwendig/  als der Lufft zu schnauffen.  Dise 	Versamblung	 ist ein Auffmercksambkeit  deß Verstandts auff GO	OOBD-1710-KT-neu.txt	OOBD	1710	KT	neu.txt	NA	Versammlung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	DEM	NA
272	 ein Gemain der heylige_/ Vo_ diser Kirchen/ oder 	versamlu_g	 redt Dauid im. xxj.  lxxxviij. vn_cilix. Psalme_ 	NOBD-1530-KT-027.txt	NOBD	1530	KT	027.txt	NA	Versammlung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	s	NA
391	/ ware_ (spricht *Augustinuus*) zweyerley Stätt/  	versamlungen	 oder Königreich/ die eine gehörte  für die Außerw	WOBD-1620-KT-079.txt	WOBD	1620	KT	079.txt	NA	Versammlung	NEIN	ver	PL	NEIN	NEIN	NA	NA	NA	s	NA
2378	Gefängnuß enthalten wardt/ vber ein gute Zeit ein 	Versamlung	 zu Ofen (wiewol der Ordnung vnd *Statuten* der Cr	WMD-1620-ST-088.txt	WMD	1620	ST	088.txt	NA	Versammlung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	u	NA
266	Ecclesia genant wirdt/ nach vnserm Teutschen/ ein 	versamlung	/ oder Gemain. Darum_ volgt/  wo wir in vnser Teut	NOBD-1530-KT-027.txt	NOBD	1530	KT	027.txt	NA	Versammlung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	u	NA
267	_ schrifft/ das wort Kirch finden/ das darbey ein 	versamlung	 oder gemain/ verstande_ werden sol. Vnd nach dise	NOBD-1530-KT-027.txt	NOBD	1530	KT	027.txt	NA	Versammlung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	u	NA
1818	b ich mein Seel erhebt. Psal. 24. v. 1.</h1>  DJe 	Versamblung	 deß Verstandts  in der Gegenwart GOttes ist ein E	OOBD-1710-KT-neu.txt	OOBD	1710	KT	neu.txt	NA	Versammlung	NEIN	ver	SG	NEIN	NEIN	NA	NA	postnom	b	NA
1836	d loben/  hier und alldort in Ewigkeit.   2.  Die 	Versamblung	 deß Geists in GOtt ist ein heilige Handtschafft[?	OOBD-1710-KT-neu.txt	OOBD	1710	KT	neu.txt	NA	Versammlung	NEIN	ver	SG	NEIN	NEIN	NA	NA	postnom	b	NA
270	der lieb. Die Christlich Kirch ist die menge oder 	versamlu_g	/ aller Christglaubige_/ so in eynigkait  des geys	NOBD-1530-KT-027.txt	NOBD	1530	KT	027.txt	NA	Versammlung	NEIN	ver	SG	NEIN	NEIN	NA	NA	postnom	b	NA
276	/ die zale der außerwelten/ oder seligen/ vn_ die 	versamlung	 deren/ so in einigkait des glaubens vn_ des geyst	NOBD-1530-KT-027.txt	NOBD	1530	KT	027.txt	NA	Versammlung	NEIN	ver	SG	NEIN	NEIN	NA	NA	postnom	b	NA
1999	 auff erdenn/ das ist/ die gemeyn/ vnnd zal/ oder 	versamlung	 aller Christen/ darin_en ein Got/ ein herr/ ein g	WMD-1530-KT-neu.txt	WMD	1530	KT	neu.txt	NA	Versammlung	NEIN	ver	SG	NEIN	NEIN	NA	NA	postnom	b	NA
2466	cht.  Gott hat auch zum Elia nit gesacht/ daß die 	versammelung	 seiner rechtglaubigen  zu der selbigen Zeit gantz	WMD-1650-KT-106.txt	WMD	1650	KT	106.txt	NA	Versammlung	NEIN	ver	SG	NEIN	NEIN	NA	NA	postnom	b	NA
280	ichen leybli chen/ vn_ sunderlichen Kirchen/ oder 	versamlung	/ welchs auch ein klein verstendiger[?] auß den wo	NOBD-1530-KT-027.txt	NOBD	1530	KT	027.txt	NA	Versammlung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	KEIN	NA
2389	el  der Cron Hungern/ in dem gemeinen Landtag vnd 	Versamblung	 zu Stuelweissenburg/%----------------[011]  auff 	WMD-1620-ST-088.txt	WMD	1620	ST	088.txt	NA	Versammlung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	b	in
794	ten und Stände *de-liberirten*  deswegen in einer 	Versammlung	 zu Breßlau/ und fertigten darauff den damahligen 	NOBD-1710-ST-135.txt	NOBD	1710	ST	135.txt	NA	Versammlung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	u	in
3325	chicht auß gebrechen des Fewrs/ vnd von wegen der 	Versamlung	 des Liechts/ vnd Feuchtigkeit  in den Augen/ welc	WOBD-1680-ST-116.txt	WOBD	1680	ST	116.txt	NA	Versammlung	NEIN	ver	SG	NEIN	NEIN	NA	NA	postnom	b	von wegen
104	ichael Niedermayer  auf/ und predigte in 	Privat-Versammlungen	/  recht gründlich und deutlich von allen Artickel	NOBD-1710-ST-135.txt	NOBD	1710	ST	135.txt	Privat	Versammlung	NEIN	ver	PL	NEIN	NEIN	NA	NA	NA	KEIN	in
5161	mehr Mess halten solle/ die sollen verdampt sein.</z> <l>*Text. expres. in c. si quis docuerit, & c. seq. dist. 28.* Jm *Concilio Niceno*/</l> als die	versamlung	desselbeNASALSTRICH ein Gesaetz oder *statutum* macheNASALSTRICH wolt/ das keiner Geistliches standts Heurathen solt/ ist solches durch ein fuertrefflichen frummen Mann/ *Pannucius* genant/ offentlich widersprochen/ sein	WOBD-1590-ST-neu2.txt	WOBD	1590	ST	neu2.txt	NA	Versammlung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	b	NA
1031	zugeschwind/ mit verletzung  ewres Gewissens/ vnd 	verschertzung	 der ewige_ Seelig[?]keit  annehmen möchtet.  ERST	OMD-1620-KT-085.txt	OMD	1620	KT	085.txt	NA	Verscherzung	NEIN	ver	SG	NEIN	JA	NA	NA	postnom	KEIN	mit
2369	König gehorsamb zuseyn sich verschrieben/ Solcher 	Verschreibung	 oder *Decrets datum* stehet[?] Sambs[?]tags  nach	WMD-1620-ST-088.txt	WMD	1620	ST	088.txt	NA	Verschreibung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	s	NA
1094	erin mit Zuckerwergk und eingemachten  Sachen/ zu 	versehung	 des Leibes gerne umbgegangen/  so wil ich dannenh	OMD-1650-KT-neu2.txt	OMD	1650	KT	neu2.txt	NA	Versehung	NEIN	ver	SG	NEIN	JA	NA	NA	postnom	KEIN	zu
1095	----[012]  aus des Heiligen Geistes Apothecken zu 	versehung	 der Seelen euer Christlichen Liebe zeigen und übe	OMD-1650-KT-neu2.txt	OMD	1650	KT	neu2.txt	NA	Versehung	NEIN	ver	SG	NEIN	JA	NA	NA	postnom	KEIN	zu
1884	rblichenen  Käyser allnoch bey Lebzeiten deßfalls 	Versehung	%--------------------  beschehen/ und *Ludovicus* 	OOBD-1710-ST-130.txt	OOBD	1710	ST	130.txt	NA	Versehung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	KEIN	NA
1157	cht aus den Namen des verlohrnen Kindes/ doch aus 	Versetzung	 seines Lebens und heissets wohl recht: *Grandia 	OMD-1680-KT-neu.txt	OMD	1680	KT	neu.txt	NA	Versetzung	NEIN	ver	SG	NEIN	JA	NA	NA	postnom	KEIN	aus
810	n Unterthanen in denen  andern Fürstenthümern die 	Versicherung	  gegeben/ daß sie um der Augspurgischen  *Confess	NOBD-1710-ST-135.txt	NOBD	1710	ST	135.txt	NA	Versicherung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	b	NA
426	nem nebenbühel oder thal zugegen/ mag vnd kan die 	versicherung	 mit blind oder Blendschantzen  genommen/ vnd darh	NOBD-1590-ST-neu.txt	NOBD	1590	ST	neu.txt	NA	Versicherung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	b	NA
1240	t der andern aber die Seile der Pferde hielt/ zur 	Versicherung	/ daß der König in allem  Vornehmen klüglich von i	OMD-1710-ST-neu3.txt	OMD	1710	ST	neu3.txt	NA	Versicherung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	b	zu
1126	/ oder die Speise und den Trank zuvor kosten/ zur 	versicherung	/  daß kein Gift darinnen  und wird zu anfange ei	OMD-1650-ST-101.txt	OMD	1650	ST	101.txt	NA	Versicherung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	b	zu
5163	Lamb Gottes/ das der Welt sunde tregt. 1. Johan. 1. Das Blut Jesu Christi reiniget vns von allen sunden. 1. Johan. 2. Er ist die	versoenung	fur vnser sunde/ vnd nicht allein fur vnser sunde/ sondern fur der gantzen Welt sunde. Esa. 53. Er ist vmb vnser missethat willen verwundet/ vnd	OMD-1590-KT-066.txt	OMD	1590	KT	066.txt	NA	Versoehung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	b	NA
1396	önung für die sünde ist/ vnd ausserhalb des/ kein 	versönung	%-----------------------------------------------  	OOBD-1560-KT-040.txt	OOBD	1560	KT	040.txt	NA	Versöhnung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	s	NA
1395	ff opffern sol/ welchs einig  opffer allein vnser 	versönung	 für die sünde ist/ vnd ausserhalb des/ kein versö	OOBD-1560-KT-040.txt	OOBD	1560	KT	040.txt	NA	Versöhnung	NEIN	ver	SG	NEIN	NEIN	NA	NA	prenom	s	NA
3065	 durch welchen/ unsern Mittler nnd Fürsprach/ und 	Versöhnung	 wir unsere Bitte erlangen müssen/  daß er die von	WOBD-1680-KT-113.txt	WOBD	1680	KT	113.txt	NA	Versöhnung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	KEIN	NA
1392	h  im gemüth von kintheit auff erlitten hat alles 	versönung	 vn_ gnugthuung für vnser sünde sein. Aber gleichw	OOBD-1560-KT-040.txt	OOBD	1560	KT	040.txt	NA	Versöhnung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	KEIN	NA
1401	tel stossen/ vnnd andere mittel vnd verdienst zur 	versönung	 vnnd vergebung der sünden vns machen/ wie die vns	OOBD-1560-KT-040.txt	OOBD	1560	KT	040.txt	NA	Versöhnung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	b	zu
3050	,* so in diesem Jahr noch folgen/ vnd entweder zu 	Versterckung	/  oder aber zu Abwendung der Bedeutung dienen kön	WOBD-1650-ST-095.txt	WOBD	1650	ST	095.txt	NA	Verstärkung	NEIN	ver	SG	NEIN	JA	NA	NA	postnom	KEIN	zu
685	ckheiten.  Trübe Wasser verursachen den Stein und 	Verstopffung	.   Fliessende Wasser zu dem Kochen oder Trincken 	NOBD-1680-ST-neu.txt	NOBD	1680	ST	neu.txt	NA	Verstopfung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	b	NA
3296	e Haar hafften/ verschlossen  werden/ auff welche 	Verstopfung	 die Erhebung  der Haar folget. Vnd ist diß sonder	WOBD-1680-ST-116.txt	WOBD	1680	ST	116.txt	NA	Verstopfung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	s	NA
2715	st dötlich. ¶Der schwartz harn bezeychet auch ein 	verstopffung	 des miltz/ daruß ko_t die gelsucht/ vrsachdz dz d	WOBD-1530-ST-023.txt	WOBD	1530	ST	023.txt	NA	Verstopfung	NEIN	ver	SG	NEIN	NEIN	NA	NA	postnom	u	NA
2726	arin_ vff de_ grund ligt schwartzer  sandt/ bedüt 	verstopffung	 d[er] frauwen  fluß genant menstruu_. So aber d[e	WOBD-1530-ST-023.txt	WOBD	1530	ST	023.txt	NA	Verstopfung	NEIN	ver	SG	NEIN	NEIN	NA	NA	postnom	KEIN	NA
3332	<h1>Antwort.</h1> Solches geschicht von wegen der 	Verstopffung	  vnd Entrüstung an den sichtigen Gliedern.  Dann 	WOBD-1680-ST-116.txt	WOBD	1680	ST	116.txt	NA	Verstopfung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	b	wegen
2725	 dickermal die wassersucht die komt von kelt/ vnd 	verstopffung	 d[er] leber. ¶Der harn rot vnd geel/ vn_ so an de	WOBD-1530-ST-023.txt	WOBD	1530	ST	023.txt	NA	Verstopfung	NEIN	ver	SG	NEIN	NEIN	NA	NA	postnom	KEIN	von
299	ynt stayn bleue_ als idt gemeynliche_ velt in den 	verstoerungen	/ ind durch Marcu_ agrippam ind Traianu_ widder ge	WMD-1500-ST-013.txt	WMD	1500	ST	013.txt	NA	Verstörung	NEIN	ver	PL	NEIN	NEIN	NA	NA	NA	b	in
1475	 diß ist nur eine	Versuchung	 von GOTT/ Christus  hat doch schon_ alberait besc	OOBD-1590-KT-056.txt	OOBD	1590	KT	056.txt	NA	Versuchung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	s	NA
1852	indet/ GOtt gefalle/ seinen Willen vollziehe/ der 	Versuchung	 Widerstandt thue/ die Gelegenheit meide/ die Sünd	OOBD-1710-KT-neu.txt	OOBD	1710	KT	neu.txt	NA	Versuchung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	b	NA
363	keiten gemacht werden/  mehrere *tentationes* und 	Versuchungen	/ um_ welcher willen doch unter andern der Ehestan	WMD-1680-ST-neu.txt	WMD	1680	ST	neu.txt	NA	Versuchung	NEIN	ver	PL	NEIN	NEIN	NA	NA	NA	s	NA
405	 wir vns jhme man_lich widersetzen/ vnnd in seine 	versuchungen	  nicht bewilligen.  Ferner vnnd zum sechsten/ wir	WOBD-1620-KT-079.txt	WOBD	1620	KT	079.txt	NA	Versuchung	NEIN	ver	PL	NEIN	NEIN	NA	NA	prenom	s	in
2881	m andern hat er einen Schildt des Vnglaubens vnnd 	verthedigung	 der Sünden/ dann wann einer sündiget/ so gibt jhm	WOBD-1620-KT-079.txt	WOBD	1620	KT	079.txt	NA	Verteidigung	NEIN	ver	SG	NEIN	NEIN	NA	NA	postnom	b	NA
2286	 vnd all sein Fleiß nun mehr fast allein auff die 	Vertheidigung	 seiner Schwermerey legt/ nicht ohne jämmerliche Z	WMD-1590-KT-neu.txt	WMD	1590	KT	neu.txt	NA	Verteidigung	NEIN	ver	SG	NEIN	NEIN	NA	NA	postnom	b	auf
1074	Vnd es sey vor dem Garn gefischt/ so man vmb der 	Vertheidigung	  willen des Evangelij sich wider die Obrigkeit le	OMD-1620-ST-084.txt	OMD	1620	ST	084.txt	NA	Verteidigung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	b	um_willen
380	cher außgelegt/ fürgeben/ vnd bate daß er solchen 	verunglimpffungen	 keynen glauben geben wolte. Zu dem/ so were Hertz	WOBD-1590-KT-061.txt	WOBD	1590	KT	061.txt	NA	Verunglimpfung	NEIN	ver	PL	NEIN	NEIN	NA	NA	NA	s	NA
2243	so jrgendts in der   Schrifft gefunden werden/ vß 	Verursachung	 vnd den Vm_stenden   der rede_ leichtlich zuermir	WMD-1560-KT-neu2.txt	WMD	1560	KT	neu2.txt	NA	Verursachung	NEIN	ver	SG	NEIN	JA	NA	NA	NA	KEIN	aus
553	latus nun nichts/ seine Sünde/ so er dißfalls mit 	Verurtheilung	 des vnschuldigen HErrn Jesu begangen/ zuentschuld	NOBD-1650-KT-100.txt	NOBD	1650	KT	100.txt	NA	Verurteilung	NEIN	ver	SG	NEIN	JA	NA	NA	postnom	KEIN	mit
2377	aselbst hin gen Prag geführet worden/ vnd also in 	Verwahrung	 deß Obristen Burggraffen oder *Gubernators* in Bö	WMD-1620-ST-088.txt	WMD	1620	ST	088.txt	NA	Verwahrung	NEIN	ver	SG	NEIN	JA	NA	NA	postnom	KEIN	in
2314	den sollen sieben Schatzmeister  zu einnemung vnd 	venwahrung	 deß gemeinen Pfennings verordnet werden/ vnd die 	WMD-1590-ST-070.txt	WMD	1590	ST	070.txt	NA	Verwahrung	NEIN	ver	SG	NEIN	JA	NA	NA	postnom	KEIN	zu
1381	  DJe	verwarung	 in zwaien puncten/ Nemlich das man den leib gesch	OOBD-1530-ST-021.txt	OOBD	1530	ST	021.txt	NA	Verwahrung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	b	NA
1124	cht wohl kan gefüget werden: daher  denn auch die 	Verwechselung	 der Búchstaben/ so fast einer Art/  herrühret/ un	OMD-1650-ST-101.txt	OMD	1650	ST	101.txt	NA	Verwahrung	NEIN	ver	SG	NEIN	NEIN	NA	NA	postnom	b	NA
37	ert derentwegen  die notturfft/ das beneben allen 	verwarungen	/  es sey so wol in frids als Kriegszeiten/ fürnem	NOBD-1590-ST-neu.txt	NOBD	1590	ST	neu.txt	NA	Verwahrung	NEIN	ver	PL	NEIN	NEIN	NA	NA	NA	s	beneben
1492	n/ deines besten fleiß/ vnd verstands/  in deiner 	Ambtsuerwaltung	/ gemeß/ handlen wölst.%--------------------------	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	Amts	Verwaltung	NEIN	ver	SG	NEIN	JA	NA	NA	prenom	s	in
1530	lem fleiß auffsechst/ damit sie die/ so in deiner 	Ambtsuerwaltung	 sind/ nit beschweren/ dann es ist von nötten/ daß	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	Amts	Verwaltung	NEIN	ver	SG	NEIN	JA	NA	NA	prenom	s	in
1500	n gelegen.   Jnn gütlichen/ außrichtungen/ meiner 	Ambtßuerwaltung	/  hab ich/ ain solchen brauch/ gehabt/ daß ich al	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	Amts	Verwaltung	NEIN	ver	SG	NEIN	NEIN	NA	NA	prenom	s	NA
2341	erpflicht werde_/ sie sollen auch die Vnderthanen jrer	Amptsverwaltung	/ jrer ehr vnd Eydt ermahnen.  Ein Churfürst vnnd 	WMD-1590-ST-070.txt	WMD	1590	ST	070.txt	Amts	Verwaltung	NEIN	ver	SG	NEIN	NEIN	NA	NA	prenom	s	NA
1510	er Früauff/ von N. oder N.  Gerichts/ oder meiner 	Gerichtßuerwaltung	/ als Clager ist vor mir in gütlicherVerhör erschi	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	Gerichts	Verwaltung	NEIN	ver	SG	NEIN	NEIN	NA	NA	prenom	s	NA
1539	lat/ ain Artickel hast.   Wo aber jemands/ seiner 	Gerichtßuerwaltung	/ Gelait zuo Recht (wie offt beschicht/ sich Malef	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	Gerichts	Verwaltung	NEIN	ver	SG	NEIN	NEIN	NA	NA	prenom	s	NA
479	ndern oder minderjährigen knaben vnd döchteren zu 	verwaltung	 jhrer Personen vnd gütter verordnet/ vleissig ach	NOBD-1620-ST-082.txt	NOBD	1620	ST	082.txt	NA	Verwaltung	NEIN	ver	SG	NEIN	JA	NA	NA	postnom	KEIN	zu
1906	h unzertrennt geblieben/ sondern allein desselben 	Verwaltung	/  welche/ gleichwie zuweilen bey einem allein ges	OOBD-1710-ST-130.txt	OOBD	1710	ST	130.txt	NA	Verwaltung	NEIN	ver	SG	NEIN	NEIN	NA	NA	prenom	s	NA
2773	üme_.  Aber wo sy auff jrem vermainten  sinn/ von 	verwandlu_g	 des Brots  vnd Weins verharren/ sollen die  Chris	WOBD-1560-KT-043.txt	WOBD	1560	KT	043.txt	NA	Verwandlung	NEIN	ver	SG	NEIN	JA	NA	NA	postnom	KEIN	von
1134	enn auch alle Spráchen in gemein derer Búchstaben 	Verwandelung	 wahr nehmen) so hält man dafür/ daß das Wörtlein	OMD-1650-ST-101.txt	OMD	1650	ST	101.txt	NA	Verwandlung	NEIN	ver	SG	NEIN	NEIN	NA	NA	prenom	s	NA
2958	aber hingegen in deß *Saturni* Hauß steht welche 	verwechslung	 zwar der Häuser von den *Astrologis* eine *amica 	WOBD-1650-ST-095.txt	WOBD	1650	ST	095.txt	NA	Verwechslung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	s	NA
1083	den/ daß ich den hochbetrübten  Herrn Wittwer mit 	verwegerung	 dessen/ seine bekümmernüs würde vermehren) auff g	OMD-1650-KT-neu2.txt	OMD	1650	KT	neu2.txt	NA	Verweigerung	NEIN	ver	SG	NEIN	JA	NA	NA	postnom	KEIN	mit
261	t/ hierzu erzelet vnd gebraucht werden könden/ zu 	verwerffung	 der vnchristlichen mainung/ die das heylig Euange	NOBD-1530-KT-027.txt	NOBD	1530	KT	027.txt	NA	Verwerfung	NEIN	ver	SG	NEIN	JA	NA	NA	postnom	KEIN	zu
2891	rern:  Durch dieselbigen wircket er/ durch Gottes 	verwilligung	  vnderschidliche ding/ erstlich die Warsagungen/ 	WOBD-1620-KT-079.txt	WOBD	1620	KT	079.txt	NA	Verwilligung	NEIN	ver	SG	NEIN	JA	NA	NA	prenom	s	durch
2393	zu Beschluß solches Vertrags/ von jhnen mit jhrer 	Verwilligung	 vnd einträchtigem Beschluß/ auch genugsamen  Gewa	WMD-1620-ST-088.txt	WMD	1620	ST	088.txt	NA	Verwilligung	NEIN	ver	SG	NEIN	JA	NA	NA	prenom	s	mit
1307	ären/ der selb Curfürst oder fürst mag mit vnnser 	verwilligung	/ wann wir persönlich  an den enden wärn/ oder des	OOBD-1500-ST-001.txt	OOBD	1500	ST	001.txt	NA	Verwilligung	NEIN	ver	SG	NEIN	JA	NA	NA	prenom	s	mit
993	irchen  breuchen/ nach erforderung des Lands/ mit 	verwilligung	 der Theologen/ wie gemelt/ anrichten  möcht/ vnd 	OMD-1560-KT-048.txt	OMD	1560	KT	048.txt	NA	Verwilligung	NEIN	ver	SG	NEIN	JA	NA	NA	postnom	KEIN	mit
279	us ihrem  innersten Grund herfür holen.   <h1>I.  	Verwirrungen	 deß Fränckischen Reichs unter der Regierung Käyse	OOBD-1710-ST-130.txt	OOBD	1710	ST	130.txt	NA	Verwirrung	NEIN	ver	PL	NEIN	NEIN	NA	NA	postnom	KEIN	NA
1848	bsten/ verlasset Gott/  und fallet alsdann in die 	Verwirrung	 seiner Anmuthungen. Wie aber das Hertz in diser s	OOBD-1710-KT-neu.txt	OOBD	1710	KT	neu.txt	NA	Verwirrung	NEIN	ver	SG	NEIN	NEIN	NA	NA	postnom	b	in
2983	er Sonnen/ vmb 11. Vhr 7. minuten vor Mittag/ mit 	Verwunderung	 zu betrachten seyn wird.</h1>  <Tabelle>  Wann wi	WOBD-1650-ST-095.txt	WOBD	1650	ST	095.txt	NA	Verwunderung	NEIN	ver	SG	NEIN	JA	NA	NA	NA	KEIN	mit
2997	o*</l> halten/  vnd darauff dieselbige allein mit 	Verwunderung	/ mit gutem Trost vnd Gedult  fürvber gehen sehen.	WOBD-1650-ST-095.txt	WOBD	1650	ST	095.txt	NA	Verwunderung	NEIN	ver	SG	NEIN	JA	NA	NA	NA	KEIN	mit
1770	s=Wunden  vnverweilig suchen sollen/ wie dann mit 	Verwunderung	 zusehen war/ daß die Leuth häuffig den Gottes=Häu	OOBD-1680-KT-110.txt	OOBD	1680	KT	110.txt	NA	Verwunderung	NEIN	ver	SG	NEIN	JA	NA	NA	NA	KEIN	mit
2941	e ich nun solcher massen den verdamten  Geist mit 	verwunderung	 reden vnd forschen  hörte/ fuhr in deß der *Pater	WOBD-1650-KT-097.txt	WOBD	1650	KT	097.txt	NA	Verwunderung	NEIN	ver	SG	NEIN	JA	NA	NA	NA	KEIN	mit
3462	herrliche Medicin  zu gebrauchen/ so das ihre mit 	Verwunderung	 beweiset/ und billich für ein *Miraculum Medicinæ	WOBD-1710-ST-133.txt	WOBD	1710	ST	133.txt	NA	Verwunderung	NEIN	ver	SG	NEIN	JA	NA	NA	NA	KEIN	mit
3356	t mehrerm fug und recht/ nicht wenig nachdencken/ 	verwunderung	  und betrübniß verursachen wie es dann auch bißh	WOBD-1710-KT-neu.txt	WOBD	1710	KT	neu.txt	NA	Verwunderung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	s	NA
2877	ie/ als den Menschen  ein forcht/ schrecken/ vnnd 	verwunderung	 zuuerursachen/  Derwegen hat man erfahren/ daß si	WOBD-1620-KT-079.txt	WOBD	1620	KT	079.txt	NA	Verwunderung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	KEIN	NA
