Nr	Text_vorher	UNG.NOM	Text_danach	Dateiname	Textsorte	Periode	Sprachraum	Jahr	Jahrzehnt	Titelstichwort	Erstglied	Lemma	Adj	Det	als_praep_Kompl	Praeposition	Genitiv	Zweitglied	Numerus	Simplexbasis	Fremdwortbasis	Praefix	Basisverb	
968	enugsamen Einfluß in den Willen gehabt, und keine 	Besserung	 der Sitten zu wircken vermocht was wird die geli	HUMA_P2_OMD_1729_BiedermannRAW.txt	HUMA	P2	OMD	1729	1725	BiedermannRAW.txt	NA	Besserung	NA	s	NEIN	NA	postnom	NA	SG	JA	NEIN	be	bessern	
971	, in Lenckung der Hertzen und Bezwingung gewisser 	Neigungen	, als die Furcht. Was thut man einer hertzlich gel	HUMA_P2_OMD_1729_BiedermannRAW.txt	HUMA	P2	OMD	1729	1725	BiedermannRAW.txt	NA	Neigung	NA	s	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	neigen	
976	Weltweisen wundern. Ihr Urheber hatte sehr irrige 	Meynungen	 von der Gottheit. Er glaubte keine Vorsehung, wei	HUMA_P2_OMD_1729_BiedermannRAW.txt	HUMA	P2	OMD	1729	1725	BiedermannRAW.txt	NA	Meinung	irrig	s	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	meinen	
977	rige Meynungen von der Gottheit. Er glaubte keine 	Vorsehung	, weil er davor hielte, GOtt wuerde sich in seiner	HUMA_P2_OMD_1729_BiedermannRAW.txt	HUMA	P2	OMD	1729	1725	BiedermannRAW.txt	NA	Vorsehung	NA	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	vor	vorsehen	
979	. Also war mit diesem Leben alle seine Furcht und 	Hoffnung	 aus. Und bey dem allen lebte doch Epicurus mit se	HUMA_P2_OMD_1729_BiedermannRAW.txt	HUMA	P2	OMD	1729	1725	BiedermannRAW.txt	NA	Hoffnung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	hoffen	
981	tlichen Vollkommenheiten und seiner Ehrfurcht und 	Hochachtung	 vor diesen majestaetischen Wesen, daß kein Hoherp	HUMA_P2_OMD_1729_BiedermannRAW.txt	HUMA	P2	OMD	1729	1725	BiedermannRAW.txt	NA	Hochachtung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	NA	hochachten	
984	 seiner Fuertrefflichkeit und Vollkommenheit alle 	Hochachtung	 und man muesse ihn also verehren, gesetzt daß ma	HUMA_P2_OMD_1729_BiedermannRAW.txt	HUMA	P2	OMD	1729	1725	BiedermannRAW.txt	NA	Hochachtung	NA	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	NA	hochachten	
987	Einfluß in die Handlungen haben. Man fuehlt keine 	Uberzeugung	 bey sich, wenn man gleich sagt, daß man dasjenige	HUMA_P2_OMD_1729_BiedermannRAW.txt	HUMA	P2	OMD	1729	1725	BiedermannRAW.txt	NA	Überzeugung	NA	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	über	ueberzeugen	
994	r Mensch von Natur ein anklebende Seuche/ anderer 	Meynung	 zu widersprechen/ wo man aber diese schaedliche G	HUMA_P2_OOD_1707_HundertNarrenRAW.txt	HUMA	P2	OOD	1707	1705	HundertNarrenRAW.txt	NA	Meinung	NA	s	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	meinen	
1012	te Sache. Wie? und bey welcher Gelegenheit solche 	Abaenderung	 hier und dar geschehen? Dessen ungezwungene Unter	HUMA_P2_OOD_1731_AntiquitaetenSchatzRAW.txt	HUMA	P2	OOD	1731	1735	AntiquitaetenSchatzRAW.txt	NA	Abänderung	NA	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ab	abaendern	
1013	erung hier und dar geschehen? Dessen ungezwungene 	Untersuchung	 macht bey denen Geschicht- und Ort-Beschreibern z	HUMA_P2_OOD_1731_AntiquitaetenSchatzRAW.txt	HUMA	P2	OOD	1731	1735	AntiquitaetenSchatzRAW.txt	NA	Untersuchung	ungezwungen	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	unter	untersuchen	
1019	ung derer Sylben bey andern vielen solche Nahmens-	Aenderung	 verursachet. Der nunmehr seelige Herr Dechant Fri	HUMA_P2_OOD_1731_AntiquitaetenSchatzRAW.txt	HUMA	P2	OOD	1731	1735	AntiquitaetenSchatzRAW.txt	NA	Änderung	NA	s	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	aendern	
1032	verrichten, und der Bauer, ihr Fuehrer, that alle 	Handreichung	, bis endlich ein Maegdlein hervor kame, das einen	HUMA_P2_WMD_1737_CuriositaetenRAW.txt	HUMA	P2	WMD	1737	1735	CuriositaetenRAW.txt	NA	Handreichung	NA	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	NA	handreichen	
1033	 nicht mehr nehmen solst, sonst wuerdest du deine 	Wohnung	 nimmer gesehen haben, und schenckt ihr damit noch	HUMA_P2_WMD_1737_CuriositaetenRAW.txt	HUMA	P2	WMD	1737	1735	CuriositaetenRAW.txt	NA	Wohnung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	wohnen	
1070	thologischen Fabeln angebracht, seine wunderbaren 	Erzehlungen	 wahrscheinlicher zu machen. Wie er sie anderemahl	HUMA_P2_WOD_1740_PoesieRAW.txt	HUMA	P2	WOD	1740	1735	PoesieRAW.txt	NA	Erzählung	wunderbar	s	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	er	erzaehlen	
1073	raucht werden, nach einer Metonymie. DaÃŸ Miltons 	Anruffung	 der Urania ein poetisches Gebethe sey wider Magn	HUMA_P2_WOD_1740_PoesieRAW.txt	HUMA	P2	WOD	1740	1735	PoesieRAW.txt	NA	Anrufung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	an	anrufen	
1075	, womit unser Poet einige kleine Umstaende seiner 	Erzehlung	 erhoehet, und in andere wunderbare mehr Wahrschei	HUMA_P2_WOD_1740_PoesieRAW.txt	HUMA	P2	WOD	1740	1735	PoesieRAW.txt	NA	Erzählung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	er	erzaehlen	
1086	 Verstand bey dem reinen Lichte desselben so viel 	Erleuchtung	 empfangen, daÃŸ heutiges Tages einer, der sich zu	HUMA_P2_WOD_1740_PoesieRAW.txt	HUMA	P2	WOD	1740	1735	PoesieRAW.txt	NA	Erleuchtung	NA	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	er	erleuchten	
1095	 Poet das Wort nimmt. Da hat dieser keine weitere 	Verantwortung	, als die Personen nach ihrem wahren und eigenen C	HUMA_P2_WOD_1740_PoesieRAW.txt	HUMA	P2	WOD	1740	1735	PoesieRAW.txt	NA	Verantwortung	weitere	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	verantworten	
1103	ch und wenn ein mahometanischer Poet dergleichen 	Vermischung	 seiner luegenhaften Religion mit der Mythologie v	HUMA_P2_WOD_1740_PoesieRAW.txt	HUMA	P2	WOD	1740	1735	PoesieRAW.txt	NA	Vermischung	NA	s	NEIN	NA	postnom	NA	SG	NEIN	NEIN	ver	vermischen	
1104	 nun dem Herren Voltaire einigen Grund fuer seine 	Verwerffung	 der miltonischen Illusionen auf die heidnische Th	HUMA_P2_WOD_1740_PoesieRAW.txt	HUMA	P2	WOD	1740	1735	PoesieRAW.txt	NA	Verwerfung	NA	s	NEIN	NA	beide	NA	SG	NEIN	NEIN	ver	verwerfen	
1118	rset waren. XIII. Bey diesem Anlaß will ich meine 	Muthmassung	 bestaettigen, die ich oben §. IV. gemacht, daß di	HUMA_P2_WOD_1741_AntiquitaetenRAW.txt	HUMA	P2	WOD	1741	1745	AntiquitaetenRAW.txt	NA	Mutmaßung	NA	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	NA	mutmassen	
1129	ehrter schreibt: Ich billige vielmehr des Mellens 	Meinung	, daß es Zaehne der Pferden sind, die man sonst vo	HUMA_P2_WOD_1744_PfaltzRAW.txt	HUMA	P2	WOD	1744	1745	PfaltzRAW.txt	NA	Meinung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	meinen	
1134	Rießen, oder Francken, der in dieser Gegend seine 	Wohnung	 gehabt, seye. Dann da ueberhaupt der einhellige B	HUMA_P2_WOD_1744_PfaltzRAW.txt	HUMA	P2	WOD	1744	1745	PfaltzRAW.txt	NA	Wohnung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	wohnen	
1137	eiten des Pfaeltzischen Helden-Geschlechts eigene 	Wohnung	 worden So ist von jedem treuen Unterthanen zu wu	HUMA_P2_WOD_1744_PfaltzRAW.txt	HUMA	P2	WOD	1744	1745	PfaltzRAW.txt	NA	Wohnung	eigene	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	wohnen	
1138	 Johann Casimirs und anderer Pfaeltzischer Helden 	Ruestung	 und Waffen, die sie getragen und gefuehret, auffg	HUMA_P2_WOD_1744_PfaltzRAW.txt	HUMA	P2	WOD	1744	1745	PfaltzRAW.txt	NA	Rüstung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	ruesten	
1139	r zu lesen.         Ich ersetze den Mangel meiner 	Aufwartung	, die ich neulich schuldig gewesen waere, da ich I	HUMA_P3_NoD_1762_KreuzzuegeRAW.txt	HUMA	P3	NoD	1762	1765	KreuzzuegeRAW.txt	NA	Aufwartung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	auf	aufwarten	
1152	 nicht gewohnt sind, gehoert und ihre angenommene 	Meynung	 Lehnsweise mir eigen gemacht. Das langsame Zeitma	HUMA_P3_NoD_1762_KreuzzuegeRAW.txt	HUMA	P3	NoD	1762	1765	KreuzzuegeRAW.txt	NA	Meinung	angenommen	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	meinen	
1154	Licht setzen, indem ich bekenne, daß meine eigene 	Empfindungen	 durch die Artigkeit der Sangweisen weniger befrie	HUMA_P3_NoD_1762_KreuzzuegeRAW.txt	HUMA	P3	NoD	1762	1765	KreuzzuegeRAW.txt	NA	Empfindung	eigene	s	NEIN	NA	prenom	NA	PL	NEIN	NEIN	emp	empfinden	
1162	st die Schreibart des Liebhabers Leidenschaft und 	Wendung	. Unter allen seinen Redefiguren bedient er sich a	HUMA_P3_NoD_1762_KreuzzuegeRAW.txt	HUMA	P3	NoD	1762	1765	KreuzzuegeRAW.txt	NA	Wendung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	wenden	
1169	g, in unserer Schreibart Spitzsinn, und in unsern 	Handlungen	 Dummdreistigkeit. Ein witziger Einfall bey uns si	HUMA_P3_NoD_1762_KreuzzuegeRAW.txt	HUMA	P3	NoD	1762	1765	KreuzzuegeRAW.txt	NA	Handlung	NA	s	NEIN	NA	prenom	NA	PL	JA	NEIN	NA	handeln	
1186	ne: fuer die sind ihre Zonen und Jahreszeiten und 	Veraenderungen	 - und diese sind wieder fuer die Zonen, fuer die 	HUMA_P3_NoD_1772_UrsprungRAW.txt	HUMA	P3	NoD	1772	1775	UrsprungRAW.txt	NA	Veränderung	NA	s	NEIN	NA	prenom	NA	PL	NEIN	NEIN	ver	veraendern	
1188	chen sollen ueberall auf der Erde wohnen, da jede 	Thiergattung	 bloÃŸ ihr Land und engere Sphaere haben: der Erdb	HUMA_P3_NoD_1772_UrsprungRAW.txt	HUMA	P3	NoD	1772	1775	UrsprungRAW.txt	Tier	Gattung	NA	s	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	gatten	
1195	eÃŸen diese Zweifler, hoert also alle Menschliche 	Untersuchung	 auf. Und weil diese letzten bloÃŸ zweiflen, so wi	HUMA_P3_NoD_1772_UrsprungRAW.txt	HUMA	P3	NoD	1772	1775	UrsprungRAW.txt	NA	Untersuchung	menschlich	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	unter	untersuchen	
1203	olz auf ihr Geschlecht und ihren Vorzug. Dieselbe 	Familienneigung	, die, in sich selbst gekehrt, Staerke der Eintrac	HUMA_P3_NoD_1772_UrsprungRAW.txt	HUMA	P3	NoD	1772	1775	UrsprungRAW.txt	Familien	Neigung	NA	s	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	neigen	
1221	t (ich will hier fuer die Theologie keine hoehere 	Veranstaltung	 ausschlieÃŸen) der wird vielleicht den sinnlich g	HUMA_P3_NoD_1772_UrsprungRAW.txt	HUMA	P3	NoD	1772	1775	UrsprungRAW.txt	NA	Veranstaltung	höher	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	veranstalten	
1245	u geben, zu glaenzen so bedarf man weiter keiner 	Unterhaltung	, und man wird ihnen gewiß nicht unangenehm seyn. 	HUMA_P3_NoD_1788_MenschenRAW.txt	HUMA	P3	NoD	1788	1785	MenschenRAW.txt	NA	Unterhaltung	NA	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	unter	unterhalten	
1248	nner. Reizbarere Nerven, die leichter zu allerley 	Gemuethsgewegungen	 in Schwingung zu bringen sind, und ein schwaecher	HUMA_P3_NoD_1788_MenschenRAW.txt	HUMA	P3	NoD	1788	1785	MenschenRAW.txt	Gemüts	Bewegung	NA	s	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	be	bewegen	
1253	k ab, wo sie selbst den Werth Eurer Nachsicht und 	Schonung	 fuehlen, und ihr Unrecht gut machen!       11.   	HUMA_P3_NoD_1788_MenschenRAW.txt	HUMA	P3	NoD	1788	1785	MenschenRAW.txt	NA	Schonung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	schonen	
1267	 unbeschaeftigte Einwohner, der als Buerger keine 	Nahrung	 fuer seinen Geist bedurfte und haben konnte, sich	HUMA_P3_OMD_1774_RomanRAW.txt	HUMA	P3	OMD	1774	1775	RomanRAW.txt	NA	Nahrung	NA	s	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	naehren	
1270	Geschichte des Theagenes und der Chariklea, deren 	Uebersetzung	 wir Meinhardten zu verdanken haben. Die Zahl all'	HUMA_P3_OMD_1774_RomanRAW.txt	HUMA	P3	OMD	1774	1775	RomanRAW.txt	NA	Übersetzung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	über	uebersetzen	
1283	tscher Geburt und Ursprungs ist: so braucht meine 	Meynung	 keines weitern Beweises, als daß ich den - Agatho	HUMA_P3_OMD_1774_RomanRAW.txt	HUMA	P3	OMD	1774	1775	RomanRAW.txt	NA	Meinung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	meinen	
1286	n dichterisches Ganzes, eine Kette von Ursach und 	Wirkung	 ausmacht. Weder in den Vorschriften des Aristotel	HUMA_P3_OMD_1774_RomanRAW.txt	HUMA	P3	OMD	1774	1775	RomanRAW.txt	NA	Wirkung	NA	s	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	wirken	
1293	stand epischer Gedichte ausdrueckt, mehr als eine 	Bedeutung	 haben kann, und auch den Uebersetzern ein Stein d	HUMA_P3_OMD_1774_RomanRAW.txt	HUMA	P3	OMD	1774	1775	RomanRAW.txt	NA	Bedeutung	NA	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	be	bedeuten	
1299	mir es zu sagen, daß ein Gedicht, in welchem alle 	Handlungen	 dahin nur zweckten, den Geist und den Charakter e	HUMA_P3_OMD_1774_RomanRAW.txt	HUMA	P3	OMD	1774	1775	RomanRAW.txt	NA	Handlung	NA	s	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	handeln	
1300	teles auch nicht dem Dichter, bey der Wahl seiner 	Handlung	, empfohlen haben, wenn er ihm nicht davon den meh	HUMA_P3_OMD_1774_RomanRAW.txt	HUMA	P3	OMD	1774	1775	RomanRAW.txt	NA	Handlung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	handeln	
1312	iten unsrer Mitmenschen, ist es der Zustand ihrer 	Empfindung	, der uns, bey Erzaehlung ihrer Vorfaelle, mehr od	HUMA_P3_OMD_1774_RomanRAW.txt	HUMA	P3	OMD	1774	1775	RomanRAW.txt	NA	Empfindung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	emp	empfinden	
1315	 selbst, dieser Mensch mit seinem Seyn und seinen 	Empfindungen	? Er thut nichts, wenigstens sehr wenig, das wir n	HUMA_P3_OMD_1774_RomanRAW.txt	HUMA	P3	OMD	1774	1775	RomanRAW.txt	NA	Empfindung	NA	s	NEIN	NA	prenom	NA	PL	NEIN	NEIN	emp	empfinden	
1338	ueberall dieselbe Haupt- und Nebenworte, einerley 	Fallendungen	 und Freyheiten im Silbenmasse, in Verwerfung der 	HUMA_P3_OMD_1777_DichtkunstRAW.txt	HUMA	P3	OMD	1777	1775	DichtkunstRAW.txt	Fall	Endung	NA	s	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	enden	
1352	t alles a priori, unsre Dichtkunst und klassische 	Bildung	 ist vom Himmel geregnet. Als man im vorigen Jahrh	HUMA_P3_OMD_1777_DichtkunstRAW.txt	HUMA	P3	OMD	1777	1775	DichtkunstRAW.txt	NA	Bildung	klassisch	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	bilden	
1372	, und die beliebten Kartoffeln. Am Obste allerley 	Gattung	, findet man in jedem Thale, und auf jedem Berge U	HUMA_P3_OMD_1798_SondershausenRAW.txt	HUMA	P3	OMD	1798	1795	SondershausenRAW.txt	NA	Gattung	NA	s	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	gatten	
1374	ersaeumen, meinen Eleven an einem Hof, an welchem 	Ordnung	 und Geschmack, Pracht und gute Sitten zugleich he	HUMA_P3_OOD_1774_EmilRAW.txt	HUMA	P3	OOD	1774	1775	EmilRAW.txt	NA	Ordnung	NA	s	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	ordnen	
1375	an iene freye und ungezwungene Miene, iene ruhige 	Fassung	 des Gemuethes in Gegenwart der Grossen, bey der m	HUMA_P3_OOD_1774_EmilRAW.txt	HUMA	P3	OOD	1774	1775	EmilRAW.txt	NA	Fassung	ruhig	s	NEIN	NA	postnom	NA	SG	JA	NEIN	NA	fassen	
1382	aß meiner Seits, sich erkundigte, wie stark meine 	Besoldung	 waere, was und wo ich studiert haette, ob ich Tob	HUMA_P3_OOD_1774_EmilRAW.txt	HUMA	P3	OOD	1774	1775	EmilRAW.txt	NA	Besoldung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	be	besolden	
1395	chen, die sie bisher, unter allerhand laeppischen 	Benennungen	, verlachet haben. Sie muessen eine Zeitlang still	HUMA_P3_OOD_1774_EmilRAW.txt	HUMA	P3	OOD	1774	1775	EmilRAW.txt	NA	Benennung	läppisch	s	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	be	benennen	
1409	en kann man nicht leugnen, daß sich die Art ihrer 	Ausfuehrung	 fuer den hohen Stil sehr wohl schicken wuerde. An	HUMA_P3_OOD_1778_PonsRAW.txt	HUMA	P3	OOD	1778	1775	PonsRAW.txt	NA	Ausführung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	aus	ausfuehren	
1423	 der Formen, und Umrisse, so wie ueberhaupt seine 	Ausfuehrung	 allzu bestimmt war. Corregio kann zum Muster in U	HUMA_P3_OOD_1778_PonsRAW.txt	HUMA	P3	OOD	1778	1775	PonsRAW.txt	NA	Ausführung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	aus	ausfuehren	
1433	r in allen Faellen gleich gluecklich, indem seine 	Ausfuehrung	 allen Eigenschaften dieses Stils vollkommen entsp	HUMA_P3_OOD_1778_PonsRAW.txt	HUMA	P3	OOD	1778	1775	PonsRAW.txt	NA	Ausführung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	aus	ausfuehren	
1450	re Alterthumsforscher sich einen Gegenstand ihrer 	Untersuchungen	 daraus machten so mag er hier stehen fuer meine	HUMA_P3_OOD_1792_AlterthuemerRAW.txt	HUMA	P3	OOD	1792	1795	AlterthuemerRAW.txt	NA	Untersuchung	NA	s	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	unter	untersuchen	
1453	es Ding gekommen seyn? Besser gefaellt mir dessen 	Muthmaßung	 von dem Gebrauch desselben, daß man nemlich auf s	HUMA_P3_OOD_1792_AlterthuemerRAW.txt	HUMA	P3	OOD	1792	1795	AlterthuemerRAW.txt	NA	Mutmaßung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	NA	mutmassen	
1455	Landsleute, mir ihn zeigen konnte, daß sich meine 	Verehrung	 deiner, an der heiligen Staette ergossen haette 	HUMA_P3_WMD_1772_BaukunstRAW.txt	HUMA	P3	WMD	1772	1775	BaukunstRAW.txt	NA	Verehrung	NA	s	NEIN	NA	beide	NA	SG	NEIN	NEIN	ver	verehren	
1461	   Saeule ist mit nichten ein Bestandtheil unsrer 	Wohnungen	 sie widerspricht vielmehr dem Wesen all unsrer G	HUMA_P3_WMD_1772_BaukunstRAW.txt	HUMA	P3	WMD	1772	1775	BaukunstRAW.txt	NA	Wohnung	NA	s	NEIN	NA	prenom	NA	PL	JA	NEIN	NA	wohnen	
1470	 verzaerteln, daß nicht zuletzt deine kraenkelnde 	Empfindung	, nur eine unbedeutende Glaette ertragen koenne. S	HUMA_P3_WMD_1772_BaukunstRAW.txt	HUMA	P3	WMD	1772	1775	BaukunstRAW.txt	NA	Empfindung	kränkelnd	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	emp	empfinden	
1477	t, streichet.       Die Alten nennten dergleichen 	Verschanzungen	 Castella, und gebrauchten es als ein Diminutivum 	HUMA_P3_WMD_1777_HomburgRAW.txt	HUMA	P3	WMD	1777	1775	HomburgRAW.txt	NA	Verschanzung	NA	s	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	ver	verschanzen	
1478	 bevestiget so hat das Wort Castellum seine alte 	Bedeutung	 gaenzlich verlohren, und bedeutet jetzo die neuer	HUMA_P3_WMD_1777_HomburgRAW.txt	HUMA	P3	WMD	1777	1775	HomburgRAW.txt	NA	Bedeutung	alt	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	be	bedeuten	
1483	riller schreibt in dem 3th Thl. seiner poetischen 	Betrachtungen	 Seite 5. deswegen folgendes:         Man findet n	HUMA_P3_WMD_1777_HomburgRAW.txt	HUMA	P3	WMD	1777	1775	HomburgRAW.txt	NA	Betrachtung	poetisch	s	NEIN	NA	prenom	NA	PL	NEIN	NEIN	be	betrachten	
1504	indet nur.         Wie gefaellig ist diese weiche 	Schmiegung	 des Koerpers! Wie anmuthsvoll die Schuechternheit	HUMA_P3_WMD_1789_ItalienRAW.txt	HUMA	P3	WMD	1789	1785	ItalienRAW.txt	NA	Schmiegung	weich	s	NEIN	NA	postnom	NA	SG	JA	NEIN	NA	schmiegen	
1516	ngezeiget, und bey diesmaliger Fortsetzung meiner 	Untersuchung	 abermals und zum Theil noch deutlicher beobachtet	HUMA_P3_WOD_1768_RoemerRAW.txt	HUMA	P3	WOD	1768	1765	RoemerRAW.txt	NA	Untersuchung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	unter	untersuchen	
1518	 Tafeln zu schreiben. ALEXANDER GORDON thut ihrer 	Meldung	, in seinem Itinerario Septentrionalis, p. 117. un	HUMA_P3_WOD_1768_RoemerRAW.txt	HUMA	P3	WOD	1768	1765	RoemerRAW.txt	NA	Meldung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	melden	
1528	¿Alle Herzen sind zu fuehlen geschaffen, und alle 	Vergnuegungen	 scheinen gemacht zu seyn, der Seele Liebe einzufl	HUMA_P3_WOD_1784_WeibsRAW.txt	HUMA	P3	WOD	1784	1785	WeibsRAW.txt	NA	Vergnügung	NA	s	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	ver	vergnuegen	
1529	efuehl zu besitzen, Ã Stoff genug, daÃŸ sie jede 	Gattung	 von Schmetterlingen, die nur der Schoenheit und i	HUMA_P3_WOD_1784_WeibsRAW.txt	HUMA	P3	WOD	1784	1785	WeibsRAW.txt	NA	Gattung	NA	s	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	gatten	
1530	ch sind, als ihr behauptet, euch eben darum unsre 	Eroberung	 wenig Muehe koste, und euer Triumph von keinem We	HUMA_P3_WOD_1784_WeibsRAW.txt	HUMA	P3	WOD	1784	1785	WeibsRAW.txt	NA	Eroberung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	er	erobern	
1540	das physische folgen. Denn wenn der Koerper seine 	Abkuehlung	 genossen hat, so bleibt er blos Maschine, und seh	HUMA_P3_WOD_1784_WeibsRAW.txt	HUMA	P3	WOD	1784	1785	WeibsRAW.txt	NA	Abkühlung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	ab	abkuehlen	
1548	meistens gutherzig, Ã die Liebe belebt alle ihre 	Handlungen	, Ã eine Kleinigkeit wissen sie sich zum Paradies	HUMA_P3_WOD_1784_WeibsRAW.txt	HUMA	P3	WOD	1784	1785	WeibsRAW.txt	NA	Handlung	NA	s	NEIN	NA	prenom	NA	PL	JA	NEIN	NA	handeln	
1554	nen Herrscherin erwarten, und der Mensch ist ihre 	Wohnung	, sie stroemt in seinen Adern und in den Lebensgei	HUMA_P3_WOD_1784_WeibsRAW.txt	HUMA	P3	WOD	1784	1785	WeibsRAW.txt	NA	Wohnung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	wohnen	
1557	twickelt, so schlaegt sie Wurzel, und ihre ersten 	Wirkungen	 sind gemeiniglich furchtbar.         So lange uns	HUMA_P3_WOD_1784_WeibsRAW.txt	HUMA	P3	WOD	1784	1785	WeibsRAW.txt	NA	Wirkung	Zahlwort	s	NEIN	NA	prenom	NA	PL	JA	NEIN	NA	wirken	
1571	Zugleich sind sie Darstellungen unserer hoechsten 	Vollendung	 im Ideale, daher sie uns in eine erhabene Ruehrun	HUMA_P3_WOD_1795_DichtungRAW.txt	HUMA	P3	WOD	1795	1795	DichtungRAW.txt	NA	Vollendung	höchste	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	voll	vollenden	
1606	st aber Unrecht haben.  Erst durch diese letztere 	Bestimmung	 wird der Begriff des Naiven vollendet. Der Affekt	HUMA_P3_WOD_1795_DichtungRAW.txt	HUMA	P3	WOD	1795	1795	DichtungRAW.txt	NA	Bestimmung	letztere	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	be	bestimmen	
1614	st verdienter Spott, der durch keine persoenliche 	Hochschaetzung	 desselben zurueckgehalten wird. Weil es aber doch	HUMA_P3_WOD_1795_DichtungRAW.txt	HUMA	P3	WOD	1795	1795	DichtungRAW.txt	NA	Hochschätzung	persönlich	s	NEIN	NA	postnom	NA	SG	NEIN	NEIN	NA	hochschaetzen	
1622	sonen der Huren vnd Buben hausen/ herbergen/ jhre 	Wohnung	/ Keller vnd Buden wissentlichen vorhueren/ vorleh	LEGA_P1_NoD_1657_LuebeckRAW.txt	LEGA	P1	NoD	1657	1655	LuebeckRAW.txt	NA	Wohnung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	wohnen	
1633	en oder andere umb solche Bergtheil und derselben 	Nutzung	 nicht annehment wolten/ Alsdann sol den Glaeubige	LEGA_P1_NoD_1673_BergOrdnungRAW.txt	LEGA	P1	NoD	1673	1675	BergOrdnungRAW.txt	NA	Nutzung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	nuetzen	
1635	gen moechten/ gegen solchen ihren Bergtheilen und 	Nuetzungen	/ hiemit gnaediglich verzeihen/ und das allein mit	LEGA_P1_NoD_1673_BergOrdnungRAW.txt	LEGA	P1	NoD	1673	1675	BergOrdnungRAW.txt	NA	Nützung	NA	s	NEIN	NA	prenom	NA	PL	JA	NEIN	NA	nuetzen	
